name,address,email,phone_number,banking_account
Jones Books,96541 W Central Blvd,christiane.eschberger@yahoo.com,602-330-6894,970567163603025      
Simon  Schuster Audio,34 Saint George Ave #2,goldie.schirpke@yahoo.com,207-748-3722,629005580372003      
Penguin Books (Penguin Classics),47857 Coney Island Ave,loreta.timenez@hotmail.com,301-392-6698,583450345683525      
Simon & Schuster Paperbacks,8573 Lincoln Blvd,fabiola.hauenstein@hauenstein.org,717-344-2804,637490352792911      
Amadeus,596 Santa Maria Ave #7913,amie.perigo@yahoo.com,972-898-1033,589616948973708      
McGraw-Hill Humanities/Social Sciences/Languages,3829 Ventura Blvd,raina.brachle@brachle.org,406-374-7752,261779301378328      
Simple Productions,13 S Hacienda Dr,erinn.canlas@canlas.com,973-563-9502,392427573026378      
Free Press,40 9th Ave Sw #91,cherry@lietz.com,248-697-7722,843264562240552      
HJ Kramer,2845 Boulder Crescent St,kattie@vonasek.org,216-270-9653,898674631283768      
Berkley Publishing Group,33 State St,lilli@aol.com,325-667-7868,403394125757446      
Da Capo Press,2 S 15th St,whitley.tomasulo@aol.com,817-819-7799,906923854923110      
Fawcett,4 Kohler Memorial Dr,badkin@hotmail.com,718-732-9475,883138386440671      
Grand Central Publishing,1 Rancho Del Mar Shopping C,hermila_thyberg@hotmail.com,401-885-7681,169343043689167      
Rutgers University Press,3943 N Highland Ave,jesusita.flister@hotmail.com,717-686-7564,988626655268517      
Atheneum Books,5 Williams St,caitlin.julia@julia.org,401-552-9059,124118732218330      
Dell Yearling,60 Old Dover Rd,roosevelt.hoffis@aol.com,305-302-1135,679637226650367      
Three Rivers Press,8 Sheridan Rd,hhalter@yahoo.com,201-412-3040,261090885282144      
Phoenix Audio,85092 Southern Blvd,lorean.martabano@hotmail.com,210-634-2447,200770499420361      
Houghton Mifflin Company,64 Newman Springs Rd E,france.buzick@yahoo.com,718-853-3740,927880916650623      
Penguin Books Australia Ltd.,48 Stratford Ave,jferrario@hotmail.com,909-631-5703,979684973212017      
Peter Smith Publisher,80 Pittsford Victor Rd #9,adelina_nabours@gmail.com,216-937-5320,958687266198453      
Two Lions,87163 N Main Ave,ddhamer@cox.net,212-225-9676,130144430384925      
Punto de Lectura,393 Lafayette Ave,jerry.dallen@yahoo.com,804-808-9574,539189135144535      
Naxos Audiobooks,99 5th Ave #33,leota.ragel@gmail.com,706-616-5131,522914001915778      
Candlewick Press,49 N Mays St,jamyot@hotmail.com,337-991-8070,262614047958433      
Penguin Audio,993 Washington Ave,aja_gehrett@hotmail.com,973-986-4456,256184246454704      
Inner City Books,88 15th Ave Ne,kirk.herritt@aol.com,607-350-7690,731984264968993      
University of Illinois Press,3381 E 40th Ave,leonora@yahoo.com,973-355-2120,274813022457329      
University Press of Kansas,201 Ridgewood Rd,winfred_brucato@hotmail.com,208-793-4108,194052639075082      
Jove Books,39 Moccasin Dr,tarra.nachor@cox.net,415-284-2730,277726479672180      
Vacation Work Publications,4 Carroll St,corinne@loder.org,508-618-7826,749995558889574      
Hampton Roads Publishing Company,9581 E Arapahoe Rd,dulce_labreche@yahoo.com,248-811-5696,190804017509769      
Orion Publishing,33 N Michigan Ave,kate_keneipp@yahoo.com,920-355-1610,704086753668574      
Crossroad,2 S Biscayne Blvd,kaitlyn.ogg@gmail.com,410-773-3862,258513464412560      
Vintage Classics,8 Us Highway 22,sherita.saras@cox.net,719-547-9543,593813244370389      
Alfaguara,7422 Martin Ave #8,lstuer@cox.net,419-399-1744,805972676594627      
Castle Books,94 Chase Rd,ernest@cox.net,301-257-4883,241359722664812      
Rupa & Co,8139 I Hwy 10 #92,nobuko.halsey@yahoo.com,508-897-7916,569000223293388      
Alfred A.Knopf,5 Cabot Rd,lavonna.wolny@hotmail.com,703-892-2914,365962159572366      
Schirmer Mosel,3387 Ryan Dr,llizama@cox.net,410-912-6032,966048057016018      
Teachers College Press,3125 Packer Ave #9851,mariann.bilden@aol.com,512-742-1149,727368073469123      
McGraw-Hill Education,347 Chestnut St,helene@aol.com,623-426-4907,593152609855343      
Hachette Books,8116 Mount Vernon Ave,roselle.estell@hotmail.com,419-488-6648,107064602594916      
Westminster John Knox Press,8772 Old County Rd #5410,sheintzman@hotmail.com,206-923-6042,146965896576485      
Caedmon,868 State St #38,margart_meisel@yahoo.com,513-747-9603,325859066889871      
Prima Lifestyles,772 W River Dr,kristofer.bennick@yahoo.com,812-442-8544,894477045797777      
North Atlantic Books,73 W Barstow Ave,wacuff@gmail.com,847-613-5866,590475119338964      
Barrons Educational Series,61047 Mayfield Ave,shalon@cox.net,718-394-4974,144566583304414      
Washington Square Press,2139 Santa Rosa Ave,denise@patak.org,407-808-3254,663110374782779      
Houghton Mifflin,598 43rd St,louvenia.beech@beech.com,310-652-2379,502562365707199      
Simon  Schuster Books for Young Readers,70295 Pioneer Ct,audry.yaw@yaw.org,813-744-7100,834038803814275      
Schocken,92899 Kalakaua Ave,kristel.ehmann@aol.com,915-300-6100,880481423942047      
Yale University Press,395 S 6th St #2,vzepp@gmail.com,619-935-6661,818716353475354      
A K PETERS,9506 Edgemore Ave,egwalthney@yahoo.com,301-591-3034,264596116217914      
Bloomsbury Publishing PLC,72119 S Walker Ave #63,venita_maillard@gmail.com,714-663-9740,372934620550683      
Health Communications Inc,369 Latham St #500,kasandra_semidey@semidey.com,314-697-3652,396120781500639      
Owl Publishing Company,3158 Runamuck Pl,xdiscipio@gmail.com,512-942-3411,726629137441241      
Thames  Hudson,9 Plainsboro Rd #598,mlinahan@yahoo.com,336-364-6037,235282938513785      
Duke University Press Books,8728 S Broad St,krauser@cox.net,631-288-2866,187119881223576      
Berkley Trade,2215 Prosperity Dr,pdubaldi@hotmail.com,201-749-8866,810684750274062      
Crown Publishing Group (NY),1 S Pine St,linn_paa@paa.com,901-573-9024,177657145965911      
Cornerstone Press Chicago,187 Market St,paris@hotmail.com,404-607-8435,996150389318081      
Dell,94290 S Buchanan St,wynell_dorshorst@dorshorst.org,650-749-9879,576225929728591      
Shaw Books,7061 N 2nd St,qbirkner@aol.com,952-314-5871,572464030478473      
Simon & Schuster Children's Publishing,10759 Main St,regenia.kannady@cox.net,480-205-5121,862938699163904      
Shaw,97 E 3rd St #9,sheron@aol.com,718-613-9994,909172479318559      
Roxford Books,82 Winsor St #54,izetta.funnell@hotmail.com,770-584-4119,832249105504684      
Tantor Media,41 Steel Ct,rodolfo@hotmail.com,507-590-5237,602824162575262      
HarperTeen,49440 Dearborn St,zona@hotmail.com,203-938-2557,211720813934255      
Clarion Books,7 S Beverly Dr,szagen@aol.com,260-382-4869,494155345363220      
Dutton Juvenile,919 Wall Blvd,paz_sahagun@cox.net,601-249-4511,357693951838718      
Arcade Publishing,89 20th St E #779,markus@yahoo.com,586-247-1614,905272191938563      
TSR,721 Interstate 45 S,jaclyn@aol.com,719-223-2074,189866416429701      
Doubleday,3 Lawton St,cyril_daufeldt@daufeldt.com,212-422-5427,345651970641218      
List,38 Pleasant Hill Rd,gschnitzler@gmail.com,510-441-4055,239862009049920      
National Gallery London,45 E Acacia Ct,erick_nievas@aol.com,773-359-6109,185368491225046      
Shueisha,63728 Poway Rd #1,jennie@cox.net,570-868-8688,180702660388681      
Harlequin Romance,77 222 Dr,mscipione@scipione.com,530-399-3254,799802908074803      
Diogenes,53 W Carey St,cventura@yahoo.com,845-694-7919,665844955951703      
Not Avail,617 Nw 36th Ave,galen@yahoo.com,216-871-6876,541901905874974      
Glénat,539 Coldwater Canyon Ave,tfeichtner@yahoo.com,973-473-5108,965672884169942      
Yearling,735 Crawford Dr,gail@kitty.com,907-770-3542,377999107244900      
Aladdin,910 Rahway Ave,dalene@schoeneck.org,215-380-8820,398770070656756      
Ann Arbor Media,7 Tarrytown Rd,gertude.witten@gmail.com,513-863-9471,497845653349964      
Council Press,35433 Blake St #588,lizbeth@yahoo.com,310-955-5788,801081083637015      
The Modern Library,29 Cherry St #7073,gberray@gmail.com,515-372-1738,856489811368450      
David C Cook,810 N La Brea Ave,lashandra@yahoo.com,610-378-7332,307236006898983      
Children's Classics,987 Main St,lnewville@newville.com,919-254-5987,807676360360530      
David R. Godine Publisher,36 Enterprise St Se,laurel@yahoo.com,509-595-6485,440791819636056      
Festival,8429 Miller Rd,mireya.frerking@hotmail.com,914-883-3061,653810777028180      
Basic Books (AZ),5 W 7th St,annelle@yahoo.com,410-234-2267,748533735620934      
Encounter Books,2 Flynn Rd,dean_ketelsen@gmail.com,516-732-6649,470556242034365      
Walker Books Ltd,2094 Ne 36th Ave,levi.munis@gmail.com,508-658-7802,818581267103446      
Alcoholics Anonymous World Services Inc,649 Tulane Ave,sylvie@aol.com,918-565-1706,702706258757556      
AA World Services,2094 Montour Blvd,sharee_maile@aol.com,231-265-6940,890430394869819      
Overeaters Anonymous  Incorporated,393 Hammond Dr,cordelia_storment@aol.com,337-255-3427,180880364540587      
Farrar Straus and Giroux,8590 Lake Lizzie Dr,mollie_mcdoniel@yahoo.com,419-417-4674,761757607846832      
University Press of Mississippi,87895 Concord Rd,brett.mccullan@mccullan.com,619-727-3892,687608939313398      
Insel  Frankfurt,46314 Route 130,teddy_pedrozo@aol.com,203-918-3939,699395673688560      
Penguin Press HC  The,4 Cowesett Ave,tasia_andreason@yahoo.com,201-969-7063,548486980054241      
Scholastic Books,95 Main Ave #2,hubert@walthall.org,330-566-8898,627357888693686      
The Harvill Press,28 S 7th St #2824,arthur.farrow@yahoo.com,201-772-4377,292690115397471      
Simon and Schuster,79 S Howell Ave,vberlanga@berlanga.com,616-568-4113,124581131222303      
Hodder,36 Lancaster Dr Se,billye_miro@cox.net,601-637-5479,947872311080639      
Livre de Poche,2759 Livingston Ave,glenna_slayton@cox.net,901-869-4314,677686720547822      
Loeb Classical Library 307,17 Jersey Ave,mitzie_hudnall@yahoo.com,303-997-7760,277284023393390      
Hackett Publishing Company  Inc. (USA),2 W Grand Ave,bernardine_rodefer@yahoo.com,901-739-5892,849659756504032      
St. Martin's Griffin,18 Coronado Ave #563,staci_schmaltz@aol.com,626-293-7678,764190043695793      
Totem Books,72 Beechwood Ter,nichelle_meteer@meteer.com,773-857-2231,237470588844730      
Dial Press,92 Broadway,jrhoden@yahoo.com,718-728-5051,745107284060424      
HarperCollins Espanol,39 Franklin Ave,ettie.hoopengardner@hotmail.com,509-847-3352,640159407364939      
Rayo,4 Iwaena St,eden_jayson@yahoo.com,410-429-4888,535601152461957      
Faber  Faber,32820 Corkwood Rd,lynelle_auber@gmail.com,973-605-6492,320406016329682      
Suhrkamp,34 Raritan Center Pky,merissa.tomblin@gmail.com,562-719-7922,367272544998491      
Hodder Children's Books,6201 S Nevada Ave,golda_kaniecki@yahoo.com,732-617-5310,718840189064213      
G.P. Putnam's Sons Books for Young Readers,78 Maryland Dr #146,catarina_gleich@hotmail.com,973-491-8723,168129444816534      
Random House Trade,76598 Rd  I 95 #1,vkiel@hotmail.com,303-845-5408,235205067660365      
Grove Press  Open City Books,1610 14th St Nw,jolene@yahoo.com,757-940-1741,880141080365206      
New Riders Publishing,86350 Roszel Rd,keneth@yahoo.com,602-442-3092,828039523218096      
Cooper Square Press,1644 Clove Rd,rikki@nayar.com,305-978-2069,963063841229042      
Avon Books,9 W Central Ave,elke_sengbusch@yahoo.com,602-575-3457,582893185929029      
Wings,27846 Lafayette Ave,hoa@sarao.org,386-599-7296,765430077433055      
William Morrow & Company (NYC),10276 Brooks St,trinidad_mcrae@yahoo.com,415-419-1597,872557114759647      
Hyperion,1 Century Park E,mari_lueckenbach@yahoo.com,858-228-5683,272561909436312      
Red Fox,9 State Highway 57 #22,selma.husser@cox.net,201-772-7699,523882873022823      
Doubleday Canada,4 S Washington Ave,aonofrio@onofrio.com,909-665-3223,284855783350024      
Broadway/Crown Publishing Group,25 Se 176th Pl,ljurney@hotmail.com,617-544-2541,280416670103641      
Vision,105 Richmond Valley Rd,clorinda.heimann@hotmail.com,760-261-4786,745450994827684      
Roca Editorial,22 Spruce St #595,dick@yahoo.com,310-936-2258,317954942721614      
St. Martin's Press,2 W Beverly Blvd,ahmed.angalich@angalich.com,717-632-5831,139359805645114      
Pocket Star Books,72 Southern Blvd,iluminada.ohms@yahoo.com,480-866-6544,862752257719219      
Scribner Book Company,1 Washington St,joanna_leinenbach@hotmail.com,561-951-9734,485555649195588      
Yearling Books,90177 N 55th Ave,caprice@aol.com,615-726-4537,859070567562650      
Bethany House Publishers,9 Tower Ave,stephane_myricks@cox.net,859-308-4286,638107075509803      
Melville House Publishing,278 Bayview Ave,quentin_swayze@yahoo.com,734-851-8571,113111937389961      
Harlequin Superromance,80312 W 32nd St,annmarie_castros@gmail.com,936-937-2334,571035595702943      
Merlin Publishing,82 Us Highway 46,shonda_greenbush@cox.net,973-644-2974,685379979738655      
International Publishers,4 Stovall St #72,clapage@lapage.com,201-856-2720,972284439197249      
Dell Laurel-Leaf,19 Amboy Ave,jeanice.claucherty@yahoo.com,305-306-7834,193133546133131      
Bantam Starfire,63 Smith Ln #8343,josphine_villanueva@villanueva.com,931-486-6946,298024524493086      
Blackstone Audiobooks,11360 S Halsted St,dperruzza@perruzza.com,714-531-1391,560790931011685      
Seal Books,26849 Jefferson Hwy,cassi.wildfong@aol.com,847-755-9041,840876673069194      
Starfire,2500 Pringle Rd Se #508,britt@galam.org,215-351-8523,307970345945980      
HighBridge Company,65 Mountain View Dr,adell.lipkin@lipkin.com,973-662-8988,444190197728205      
Atlantic Monthly Press,1 N San Saba,jacqueline.rowling@yahoo.com,814-481-1700,166695459299667      
Grosset & Dunlap,51120 State Route 18,lonny_weglarz@gmail.com,801-892-8781,131879493348920      
Simon & Schuster Audio,1482 College Ave,lonna_diestel@gmail.com,910-200-7912,648693978558369      
Multnomah Books,4119 Metropolitan Dr,cristal@cox.net,213-696-8004,637469106274081      
Ember,2167 Sierra Rd,kenneth.grenet@grenet.org,517-867-8077,571273652573699      
Granta,6 Sunrise Ave,emclaird@mclaird.com,315-474-5570,771516750618241      
Penguin Classics Deluxe Editions,55713 Lake City Hwy,ajeanty@gmail.com,574-405-1983,198373221993957      
Heinemann-Octopus,75698 N Fiesta Blvd,sharika.eanes@aol.com,407-472-1332,964968869534076      
Enitharmon Press,88 Sw 28th Ter,nu@gmail.com,973-903-4175,641496690359832      
Orion Children's Books,7 Flowers Rd #403,dcomnick@cox.net,609-398-2805,891288613405176      
MacMillan UK,4 Nw 12th St #3849,cecilia_colaizzo@colaizzo.com,608-302-3387,920516528976517      
Pan,2 A Kelley Dr,leslie@cox.net,914-396-2615,703336549459416      
Macmillan,88827 Frankford Ave,nan@koppinger.com,336-564-1492,911164225505923      
William Morrow & Company,2 W Scyene Rd #3,idewar@dewar.com,410-522-7621,539450355154140      
Fourth Estate Paperbacks,62260 Park Stre,tegan.arceo@arceo.org,732-705-6719,482858943130890      
IVP Academic,3424 29th St Se,ruthann@hotmail.com,830-919-5991,759732563712090      
Love Spell,35 E Main St #43,joni_breland@cox.net,847-740-5304,557417758573625      
Dark Horse Books,7163 W Clark Rd,vrentfro@cox.net,732-724-7251,675672081869584      
Fawcett Books,21575 S Apple Creek Rd,colette.kardas@yahoo.com,402-707-1602,603421099157307      
Penguin Books in association with Faber & Faber,747 Leonis Blvd,malcolm_tromblay@cox.net,703-874-4248,345120551998414      
Gardners Books,13 Gunnison St,ryan@cox.net,972-961-4968,726965163007166      
Ecco,18 3rd Ave,jess.chaffins@chaffins.org,212-428-9538,805451136266800      
Harcourt Brace Jovanovich,62 W Austin St,sbourbon@yahoo.com,516-749-3188,546097139250308      
Severn House Publishers,177 S Rider Trl #52,nickolas_juvera@cox.net,352-947-6152,658153013636924      
Ellora's Cave,2 W Mount Royal Ave,gary_nunlee@nunlee.org,317-887-8486,451450084793791      
Counterpoint,1953 Telegraph Rd,diane@cox.net,816-329-5565,682547768569125      
Polyface,63517 Dupont St,roslyn.chavous@chavous.org,601-973-5754,807470471642608      
Norton,5 E Truman Rd,glory@yahoo.com,325-740-3778,693141610440533      
Regnery Publishing,251 Park Ave #979,rasheeda@aol.com,408-997-7490,903010029394818      
Bloomsbury,43496 Commercial Dr #29,alpha@yahoo.com,856-513-7024,431512991487567      
National Geographic Society,2184 Worth St,refugia.jacobos@jacobos.com,510-509-3496,409649049840470      
Vintage/Ebury (A Division of Random House Group),50126 N Plankinton Ave,shawnda.yori@yahoo.com,407-564-8113,908473013345177      
Viking Adult,38773 Gravois Ave,mdelasancha@hotmail.com,307-816-7115,875911025692233      
Headline Book Pub Ltd,16452 Greenwich St,gilma_liukko@gmail.com,516-407-9573,637459285489994      
Marvel,40 Cambridge Ave,jgabisi@hotmail.com,608-586-6912,403918953309254      
Heyne,20113 4th Ave E,lili.paskin@cox.net,201-478-8540,782337915521858      
Robert Laffont,6 Ridgewood Center Dr,loren.asar@aol.com,570-569-2356,612477703442648      
Harper Voyager,469 Outwater Ln,dorothy@cox.net,858-732-1884,308978187252634      
Minotaur Books,62 Monroe St,gail_similton@similton.com,760-493-9208,577358058904957      
Bantam Spectra,3338 A Lockport Pl #6,catalina@hotmail.com,609-826-4990,140937402849530      
Dark Horse,9 Hwy,lawrence.lorens@hotmail.com,401-893-1820,159348412840992      
